text_fi,text_sv
Rakennuksen purkukustannukset,Kostnader för rivning av byggnad
Al-Shabaab,Al-Shabaab
Kirje,Brev
Valmisteverotus,Punktskatter
Mielenterveys,Mentalvård
Raja-arvon laskeminen,Uträkning av gränsvärde
Talousrakennus,Ekonomibyggnad
Vahinkoedellytyslauseke,Skaderekvisitklausul
Lupamääräyksen asettaminen,Att ställa tillståndsvillkor
Opettaja,Lärare
Maksun kohtuullisuus,Skäligheten av en avgift
Viran puolesta tutkiminen,Prövning ex officio
Referenssi,Referens
Verojen vanheneminen,Preskription av skatter
Ohjeen antaminen,Utfärda anvisningar
Kumottu päätös,Upphävt beslut
Tappion vähentäminen,Avdrag av förlust
Yleiskulut,Allmänna omkostnader
Tutkavaikutukset,Inverkan på radarsystem
Elimellinen syy,Organisk orsak
Perusoikeuskirja,Stadgan om de grundläggande rättigheterna
Palvelun järjestämistapa,Sätt att ordna assistans
Maksun perusteet,Avgiftsgrunder
Erikoinen luonnonesiintymä,Speciell naturförekomst
Etusijajärjestys,Primär lag
Rakennusluvan erityiset edellytykset suunnittelutarvealueella,Särskilda förutsättningar för bygglov på områden i behov av planering
Selvitykset,Utredningar
Liete,Slam
Jakautuminen,Uppdelning
Valitusperusteista lausuminen,Ställningstagande till besvärsgrunder
Kaivospiirin määrääminen,Utmålsläggning
Lääkärin lähete,Läkarremiss
Puunmyyntitulon verotus,Beskattning av inkomst från virkesförsäljning
Viron sosialistisessa neuvostotasavallassa suoritettu tutkinto,Examen avlagd i Estniska socialistiska sovjetrepubliken
Julkisivu,Fasad
Määräajan laskeminen,Beräknande av laga tid
Tekopohjavesi,Konstgjord grundvattenbildning
Lääkkeiden saatavuuden turvaaminen,Tryggande av tillgången till läkemedel
Suora valitus,Direkt ändringssökande genom besvär
Lannan levityskielto,Förbud mot spridning av slamgödsel
Dementoitunut vanhus,Dement åldring
Elinkeinonharjoittajan käsite,Näringsidkare
Työsopimussuhteinen tehtävä,Uppgift i arbetsavtalsförhållande
Murskaamo,Stenkross
Muuttoauto,Införsel av bil vid inflyttning
Vesitalouslupaa koskeva asia,Tillståndsärende som gäller vattenhushållning
Vaikutelma nimestä,Intryck av namn
Pääomanhankinta,Kapitalanskaffning
Henkilöllisyyden luotettava selvittäminen,Tillförlitlig utredning av identiteten
Lainasopimus,Låneavtal
Arpajaiset,Lotterier
Olosuhteiden perusteella tehtävä kokonaisarvio,Sammantagen bedömning av de rådande omständigheterna
Ympäristönsuojelu,Miljövård
Työnjohto- ja valvontamääräykset,Arbetslednings- och övervakningsföreskrifter
Elinkeinovapaus,Näringsfrihet
Hyväksyttävä käyttötarkoitus,Godtagbara användningssyften
Pitkäkestoinen työkohde,Långvarigt arbete på en plats
Ennakkoratkaisupyyntö,Begäran om förhandsbesked
Päätöksen toimittaminen sähköpostitse asiamiehelle,Översändning av beslut per e-post till ombud
Asemakaavaehdotuksen hylkääminen,Förkastat förslag till detaljplan
Skillnet Artist -järjestelmä,Skillnet Artist-systemet
Vesiympäristön muutos,Förändring i vattenmiljön
Urakkasaatava,Entreprenadfordran
Ranta-alueen suunnittelutarve,Planeringsbehov i strandzon
Voimassa oleva viisumi,Giltigt visum
Poistoero,Avskrivningsdifferens
Elinkeinotoiminnan tappio,Förlust av näringsverksamhet
Tilanpidosta vastaava maatalousyrittäjä,Ägare till jordbruksföretag
Hakemuksen täydentäminen,Komplettering av ansökan
Ainaishoitosopimuksen irtisanominen,Uppsägning av ett sådant kontrakt
Televisiotoiminta,Televisionsverksamhet
Lajin elinympäristö,En arts livsmiljö
Taksiluvan myynti- ja luovutuskielto,Förbud att sälja eller annars överlåta ett taxitillstånd
Lintutieteellinen yhdistys,Ornitologisk förening
Hakemuksen tekemisen ajankohta,Tid som förflutit innan ansökan gjordes
Hyvän hallinnon periaate,Principen om god förvaltning
Kihlalapsikanne,Trolovningsbarns talan
Erottamaton määräala,Outbrutet område
Kallion louhinta,Bergsschaktning
Palvelussuhde,Anställningsförhållande
Sur place-tilanne,Sur place-situation
Luonnonsuojelun toteuttaminen,Genomförande av naturvård
Ammattipätevyyden tunnustaminen,Erkännande av yrkeskvalifikationer
Vammaispalvelu,Service för funktionshindrade
Kotieläintuki,Husdjursstöd
Valvottavana oleva julkinen etu,Allmänt intresse  som en myndighet ska bevaka
Liikenne,Trafik
Oikeus esittää uutta selvitystä,Rätt att anföra ny utredning
Heilahdusnopeus,Vibrationsnivå
Avustus,Bidrag
Hamppuöljy,Hampolja
Lähetysten jakelukerrat,Försändelsers utdelningsintervall
Raaka-aine,Råvara
Täytäntöönpanon kielto,Verkställighetsförbud
Toinen muutto ulkomaille,Ny flyttning utomlands
Kivenlouhimo,Stenbrott
Hyvitysmaksuseuraamus,Gottgörelsepåföljd
Vakaumus,Övertygelse
Perusteeton etu,Grundlös förmån
Osinko muusta kuin julkisesti noteeratusta yhtiöstä,Dividend från annat än offentligt noterat bolag
Haitta,Olägenhet
Direktio-oikeus,Direktionsrätt
Valtuutetun esteellisyys,Jäv hos fullmäktigeledamot
Ristiriitaisten henkilötietojen antaminen viranomaiselle,Uppge motstridiga identitetsuppgifter åt myndighet
Osinko,Utdelning (dividend)
Tullin toimitilat,Tullens verksamhetslokaler
Verovapaa matkailuauto,Skattefri husbil
Option käyttäminen,Användning av optioner
Euroopan unionin valtiontukisäännös,Europeiska unionens bestämmelse om statligt stöd
Henkilökohtainen verotus,Personlig beskattning
Yritysjärjestelydirektiivin täytäntöönpano Suomen sisäisissä yritysjärjestelyissä,Verkställighet av direktiv vid omstrukturering av företag i Finland
Maatilakokonaisuus,Gårdsbruksenhet
Elinkeinon harjoittamisen oikeus,Näringsfrihet
Huolellisuusvelvoitteen vastainen säilyttäminen,Förvaring i strid med aktsamhetsplikt
Osakeyhtiön osakkeiden lunastaminen,Inlösen av aktier i aktiebolag
Poliisin tietojensaantioikeus,Polisens rätt till upplysningar
Päätös kiireellisen sijoituksen jatkamisesta,Beslut om att fortsätta en brådskande placering
Pitämättä jääneiden vapaiden pitäminen myöhemmin tai korvaaminen,Senarelagd ledighet eller ersättning på grund av outtagen ledighet
Vesien suojelu,Vattenskydd
Substanssiarvo,Substansvärde
Vuosikulu,Årsutgift
Julkinen hakumenettely,Offentligt ansökningsförfarande
Purkuhakemus,Ansökan om återbrytande av beslut
Poikkeuslupa kalastaa jokisuualueella,Undantag från förbud att fiska vid älvmynning
Työnantajan suorittamat eläkevakuutusmaksut,Pensionsförsäkringspremier som arbetsgivaren betalat
Muu tyydyttävä ratkaisu,Annan lämplig lösning
Rajakunta,Gränskommun
Tarkastusmuistio,Promemoria över granskningen
Oikeus oleskella pysyvästi Suomessa,Rätt att vistas permanent i Finland
Pääasiallinen käyttötarkoitus,Huvudsakligt användningsändamål
Tappion vähentäminen,Avdragsrätt för förluster
Autovuokraamo,Biluthyrningsföretag
Kaksois-rangaistavuuden kielto,Förbud mot dubbel bestraffning
Valtuutettu,Fullmäktigeledamot
Lapsen edun ottaminen huomioon,Beaktande av barnets bästa
Tasinko,Utjämning
Myötävaikuttamisvelvollisuus,Skyldighet att medverka
Suomen kansalainen,Finsk medborgare
Tulkinnanvaraisuus,Tolkningsfråga
Viranomaisten välinen tietojenvaihto,Informationsutbyte mellan myndigheter
Valmisteverotus,Accisbeskattning
Säädettävyys,Reglerbarhet
Kohtuullisuusarviointi,Skälighetsbedömning
Hallinto-oikeudelle esitetty uusi peruste,Ny grund som anförts först i förvaltningsdomstolen
Päästö,Utsläpp
Uittoväylän perkaus,Rensning av flottled
Yleisöjulkisuus,Offentlig handling
Voimajohtohanke,Kraftledningsprojekt
E 101/A1 -todistus,E 101/A1 -intyg
Porotalous,Renskötsel
Myyjien pidättämä hallintaoikeus,Besittningsrätt som säljarna förbehåller sig
Kääntöpöytä,Svängbord
Hyväksymispäätös,Beslut att godkänna plan för snöskoterled
Harkinta,Prövning
Jäteasia,Avfallsärende
Asiakirjajulkisuus,Handlingars offentlighet
Muutoksenhakijan oikeudenkäyntikulut hallinto-oikeudessa,Ändringssökandens rättegångskostnader i förvaltningsdomstolen
Lehtojensuojeluohjelma,Lundskyddsprogrammet
Asiakasrekisteri,Kundregister
Kantaverkon haltija,Stamnätsinnehavare
Maksujen veloittaminen aluksen omistajan käyttämältä asiamieheltä,Debitering av fartygsägarens ombud på avgifter
Viivästyshyvitys,Gottgörelse för dröjsmål
Hallintaoikeuden lahjoittaminen,Överlåtelse av besittningsrätt som gåva
Kelluva kate,Täckning med fast material
Sosiaalihuollon kustannukset,Socialvårdskostnader
Yksityinen liikesalaisuus,Privat affärshemlighet
Liittymisvelvollisuutta koskevan asemakaavamääräyksen soveltamisrajoitukset,Begränsningar i tillämpningen av detaljplanebestämmelsen om anslutningsskyldighet
Päätöksen vaikutusten välittömyys,Besluts direkta påverkan
Sähköposti,E-post
Vastaava ulkomailla toimiva yritys,Motsvarande företag som är verksamt i utlandet
Hallinto-oikeudelle palautuneessa lähettäjän saantitodistuksessa olevat merkinnät vastaanottamisesta,Anteckningar om mottagning av försändelse i förvaltningsdomstolens returexemplar
Sukupolvenvaihdos,Generationsskifte
Yleisohjeet,Allmänna anvisningar
Rakennuksen purkamiskielto,Förbud mot rivning av byggnad
Liittymisperiaate,Anslutningsprincipen
Ryhmäkoti,Grupphem
Vähäinen rakennelma,Mindre anläggning
Poliisilaitos,Polismyndighet
Hakemuksen jättäminen,Inlämnande av ansökan
Vainon vaara,Risk för förföljelse
Tieosakas,Delägare i väg
Erityiskorvattavuus,Specialersättning
Toimeentulotuki,Utkomststöd
Rahakorvaus,Ersättning i pengar
Teknisen suorituskyvyn ja ammatillisen pätevyyden osoittamiseksi vaadittavat asiakirjat,Handlingar som krävs för att bevisa teknisk prestationsförmåga och yrkesmässiga kvalifikationer
Helsingin yliopiston sivuapteekki,Helsingfors universitets filialapotek
Henkilökohtainen avustaja,Personlig hjälpare
Nigerian kansalainen,Nigerisk medborgare
Hallinto-oikeudessa ratkaistava hallintoriita,Förvaltningstvist som skall avgöras av förvaltningsdomstol
Yhtiön toimitusjohtaja,Bolags verkställande direktör
Hankintameno-olettama,Presumtion om anskaffningsutgift
Hiilidioksidin siirtokerroin,Överföringsfaktor
Ajopäiväkirjat,Kördagböcker
Vähennysoikeuden rajoitukset,Begränsningar av avdragsrätten
Varovaisuusperiaate,Försiktighets- och aktsamhetsprincipen
Ammattikalastajarekisteri,Yrkesfiskarregistret
Patentin selityksen rajoittamisvelvollisuus,Skyldighet att begränsa patentbeskrivning
Läjitys,Deponering
Jäte,Avfall
Vuotuinen poisto,Årlig avskrivning
Kilpailuasema,Konkurrensläge
Kuljetusyhteistyösopimus,Samarbetsavtal om transporter
Kalatalousvelvoitteen sisältö,Innebörden av fiskevårdsskyldighet
Veronalainen etu,Skattepliktig förmån
Korotettu ylläpitokorvaus,Förhöjd ersättning för uppehälle
Luottamuksensuoja,Skydd för tillit
Käyttöoikeus,Nyttjanderätt
Kuntien välinen hallintoriita,Förvaltningstvist mellan kommuner
Iäkäs vanhempi,Åldersstigen förälder
Oikeudenkäyntimenettely,Rättegångsförfarande
Homoseksuaali,Homosexuell
Yksityinen sosiaalipalvelu,Privat socialservice
Natura-arvioinnin tarve,Behovet av en Naturabedömning
KP-sopimuksen 27 artikla,Art. 27 i MP-konventionen
Ympäristölupaharkinta,Prövning av miljötillstånd
Viran täyttäminen,Tillsättande av tjänst
Liikuntapalvelu,Tjänster som möjliggör utövande av idrott
Valvonta,Tillsyn
Ammatillinen perhekoti,Professionellt familjehem
Kollektiivinen lisäeläkevakuutus,Kollektivt tilläggspensionsskydd
Lupaehdon muuttaminen,Ändring av tillståndsvillkor
Kiinteistönvälitystoiminta,Fastighetsförmedlingsverksamhet
Erilajiset osakkeet,Aktier av olika slag
Kansallisen lain sisältämä tukiohjelma,Stödprogram som ingår i nationell lag
Ilotuliteasia,Ärende som gäller fyrverkeripjäser
Valtiontuki,Statsstöd
Taannehtivuus,Retroaktivitet
Takaisinperintäasia,Ärende som gäller återkrav
Poikkeuksellisen alhainen tarjous,Onormalt lågt anbud
Valitus tarjouspyynnön syrjivyydestä,Besvär i vilka anbudsförfrågan påstås ha varit diskriminerande
Salassapitoperuste,Sekretessgrund
Valituksen tutkiminen,Att pröva besvär
Adoptiovanhempien ikä,Adoptivföräldrarnas ålder
Pelastuslaitos,Räddningsverket
Kriteerien esittäminen,Redovisande av kriterier
Perukirja,Bouppteckning
Nokipäästö,Sotutsläpp
Salassapito,Hemlighållande av uppgifter
Yhdyskuntarakentamisesta aiheutuvat kustannukset,Kostnader för samhällsbyggande
Muut henkilöosakkaat,Övriga delägare
Luovutusvoiton verotus,Beskattning av överlåtelsevinst
Kahden vuoden kuluessa saatu lahja,Gåva inom förloppet av två år
Paimionlahti,Pemarviken
Euroopan aluekehitysrahasto,Europeiska regionala utvecklingsfonden
Rakentamaton rakennuspaikka,Obebyggd byggplats
Holhoustoimi,Förmyndarverksamhet
Tuen maksamisen keskeyttäminen,Avbruten utbetalning av stöd
Hankintameno-olettama,Presumtiv anskaffningsutgift
Suomessa yleisesti verovelvollinen henkilö,I Finland allmänt skattskyldig person
Kemijoki,Kemi älv
Osakepalkkio,Prestationsbaserad aktiebonus
Psykologin palvelut osakeyhtiön harjoittamina,Psykologtjänster utförda av aktiebolag
Kokonaisharkinta,Prövning av ärendet som helhet
Veron peruste,Skattegrund
Riittävä selvitys,Tillräcklig utredning
Haitta naapurille,Olägenhet för grannar
Erityinen ala,Särskild bransch
Valtiontalouden tarkastusvirasto,Statens revisionsverk
Vakuusmaksu,Garantiavgift
Täsmällinen ja ajantasainen maatietous,Exakt och aktuell landsinformation
Markkinaoikeuden toimivaltaan kuulumaton asia,Ärende i vilket marknadsdomstolen inte är behörig
Saamisen erääntyminen,Fordrans förfallodag
Huoltajien erimielisyys,Meningsskiljaktigheter mellan vårdnadshavarna
Poliittinen edustavuus,Politisk representation
Suojeluperusteena oleva laji,Art som utgör grund för skyddet
Komission ja Euroopan sähköisen viestinnän sääntelyviranomaisten yhteistyöelimen (BEREC) kuuleminen,Skyldighet att höra Europeiska kommissionen och Organet för europeiska regleringsmyndigheter för elektronisk kommunikation (BEREC)
Henkilökohtainen vastuunalaisuus,Personligt ansvar
Ennalta arvaamattomuus,Oförutsägbarhet
Unionin tuomioistuimen antama ennakkoratkaisu,Förhandsavgörande av EU-domstolen
Kuljetushäkki,Transportbur
Hinta,Pris
Alueellisen ympäristökeskuksen päätös,Regional miljöcentrals beslut
Yritysjärjestely,Ombildning av bolag
Laki sähköisen viestinnän palveluista,Lag om tjänster inom elektronisk kommunikation
Saatavien perintäpalkkio,Arvode för inkassering av fordringar
Muiden lupamenettelyiden merkitys,Betydelse av övriga tillståndsförfaranden
Palomääräykset,Brandföreskrifter
Saunalautta,Bastuflotte
Välttämättömät muutostyöt,Nödvändiga ändringsarbeten
Markkinaehtoisuuden selvittäminen,Utredning över ersättningens marknadsmässighet
Kunnan etuosto-oikeus,Kommunens förköpsrätt
Myynnin ja muun luovuttamisen lopettaminen,Stoppande av försäljning och annan överlåtelse
Virkasuhteen purkaminen,Hävning av tjänsteförhållande
Neuvottelusalaisuus,Överläggningshemlighet
Palvelujen järjestäminen,Ordnande av service
Jätteenpoltto,Avfallsförbränning
Asemakaavamääräys,Detaljplanbestämmelse
Maahantulomatkan kustannusten korvaaminen,Ersättning för kostnader för inresa i landet
Asuinrakentaminen,Bostadsbyggande
30 päivän määräaika,En 30 dagar lång bestämd tid
Subventio,Subvention
Valtakunnan toimivalta lainkäyttöön liittyvässä asiassa,Rikets behörighet i fråga om rätt­skipning
Tutkimuskulut,Forskningsutgifter
Tonttien vuokrausperusteiden hyväksyminen,Godkännande av arrendegrunder för tomter
Aiemmin toteutunut tiheä rakentaminen,Redan existerande tät bebyggelse
Nikkelikuona,Nickelslagg
Eläinten ruokinnassa käytettävien lisäaineiden valvonta,Tillsyn över fodertillsatser
Otto-oikeus,Behandling av ett ärende i ett högre organ
RA-alue,RA-område
Maaseudun kehittämisohjelma,Utvecklingsprogram för landsbygden
Vesihuollon maksut,Avgifter för vattentjänster
Muutoksenhakujärjestys,Ordning för sökande av ändring
Pääomatulo-osuus,Kapitalinkomstandel
Veronkorotuksen määrä,Storleken av skatteförhöjning
Kevyt polttoöljy,Lätt brännolja
Verovelvollisuus,Skattskyldighet
Toimeentulolähde,Försörjningskälla
Joukkovelkakirjalainan konvertointi,Konvertering av masskuldebrev
Säännöstely,Reglering
Vesitalousasia,Vattenhushållningsprojekt
Äänioikeus,Rösträtt
Suojaetäisyydet,Skyddsavstånd
Annan än kommunmedlem,Annan än kommunmedlem
Tosiasiallinen huoltajuus,De facto vårdnad
Syyllistyminen rikoksiin,Skyldig till brott
Konsernin emoyhtiö,Koncerns moderbolag
Laiminlyöntimaksu,Försummelseavgift
Valtionapuviranomainen,Statsbidragsmyndighet
Vaikeavammainen henkilö,Gravt handikappad person
Vesitalousasia,Avfallstransportregister
Ei vapaaehtoiset palvelurahat,Ej frivilliga serviceavgifter
Opetuksen julkisuus,Undervisnings offentlighet
Toimintaedellytykset,Verksamhetsbetingelser
Vesihuoltolaitoksen toiminta-alue,Vattentjänstverks verksamhetsområde
Koematkan tekeminen,Provresa
Rakennuksen purkamista edellyttävä rakentaminen,Byggande som förutsätter rivning av byggnad
Suomessa yleisesti verovelvollinen osingonsaaja,Dividentagare som är allmänt skattskyldig i Finland
Yrittäjä,Företagare
Henkilökohtaiset olosuhteet,Personliga förhållanden
Palvelussuhteen johdosta maksettavat etuudet,Förmåner som utbetalas på grundval av anställningsförhållandet
Vertailutietotarkastus,Jämförelseuppgiftsgranskning
Kalastusalue,Fiskeområde
Maksu mainostelineistä,Avgift för reklamställningar
Toimeksiantokulut,Uppdragskostnader
Postitoimilupa,Koncession för postverksamhet
Muutos erillispientalojen korttelialueeksi,Ändring till kvartersområde för fristående småhus
Joukkoliikenteen suunnittelu,Planering av kollektivtrafik
Kemikaaliturvallisuus,Säkerhet vi hantering vid kemikalier
Päämiehen etu,Huvudmannens fördel
Vilpillinen rekisteröinti,Registrering i ond tro
Oleskeluvaltio,Stat där någon vistas
Ostotarjous listatuista osakkeista,Köpanbud på aktier i ett listat bolag
